"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SHFM1",6.91391578329457e-36,0.492669848408776,0.682,0.611,1.39142555138803e-31,"0","SHFM1"
"RTN1",7.07550333703912e-36,0.502507883663111,0.351,0.209,1.42394504657912e-31,"0","RTN1"
"GCLM",9.89008178004165e-36,0.554535032552527,0.398,0.261,1.99037895823338e-31,"0","GCLM"
"UBE2M",1.1454617603082e-35,0.549799888629997,0.477,0.365,2.30524179262025e-31,"0","UBE2M"
"PCBD1",1.2061422018009e-35,0.516374070140664,0.585,0.481,2.42736118112431e-31,"0","PCBD1"
"FLNB",1.54309444178809e-35,0.496023029434711,0.598,0.476,3.10547756409854e-31,"0","FLNB"
"PPP1R15A",2.31017009686017e-35,0.521785059297688,0.518,0.373,4.64921731993109e-31,"0","PPP1R15A"
"MYO3A",2.40411986172162e-35,0.436268852370344,0.292,0.16,4.83829122171476e-31,"0","MYO3A"
"TBC1D9",4.0563540578396e-35,0.479381339368641,0.29,0.165,8.16341254140219e-31,"0","TBC1D9"
"GNAI1",4.4256398288863e-35,0.419541008170777,0.324,0.187,8.90660015563368e-31,"0","GNAI1"
"CDC42",8.91140511180139e-35,0.426519297313715,0.739,0.654,1.79342027875003e-30,"0","CDC42"
"POLR2F",1.16458503653604e-34,0.498227039392171,0.454,0.335,2.34372738602878e-30,"0","POLR2F"
"ZMPSTE24",1.30898956541469e-34,0.496160883435027,0.332,0.202,2.63434150039706e-30,"0","ZMPSTE24"
"FNIP2",1.51007380466873e-34,0.606837204710959,0.531,0.402,3.03902353189583e-30,"0","FNIP2"
"MYADM",2.48411113949147e-34,0.631291125463016,0.536,0.423,4.99927366822659e-30,"0","MYADM"
"SAP18",3.76619396996928e-34,0.455854723105427,0.668,0.589,7.57946536456317e-30,"0","SAP18"
"TTC39A",6.05953303308399e-34,0.500265996600152,0.387,0.256,1.21948102290815e-29,"0","TTC39A"
"SERPINE2",6.26148389898211e-34,0.404934091779735,0.302,0.167,1.26012363467015e-29,"0","SERPINE2"
"FAM107B",1.01756996408968e-33,0.610643667355708,0.403,0.281,2.04785955273048e-29,"0","FAM107B"
"NAT14",1.17942810848902e-33,0.472615286739318,0.349,0.22,2.37359906833415e-29,"0","NAT14"
"PFN1",1.88959535287523e-33,0.28996843832022,0.796,0.704,3.8028106476614e-29,"0","PFN1"
"DGUOK",2.21222401399973e-33,0.498455674613732,0.553,0.433,4.45210082817446e-29,"0","DGUOK"
"STMN2",3.95615626080448e-33,0.471942487449492,0.427,0.27,7.96176447486901e-29,"0","STMN2"
"C19orf43",1.60255325480958e-32,0.485803271502428,0.622,0.54,3.22513842530427e-28,"0","C19orf43"
"FAR2P2",1.76780303667187e-32,0.43585270045044,0.325,0.192,3.55770361130213e-28,"0","FAR2P2"
"TRMT112",1.94252538316976e-32,0.46025312787991,0.748,0.685,3.90933233362914e-28,"0","TRMT112"
"PSMB1",2.91835440728502e-32,0.43805710875527,0.763,0.709,5.87318824466109e-28,"0","PSMB1"
"TSPAN3",3.64599709227603e-32,0.423427599102428,0.788,0.73,7.33756914820552e-28,"0","TSPAN3"
"CHCHD2",4.6516536343744e-32,0.281568968667317,0.942,0.904,9.36145293917849e-28,"0","CHCHD2"
"SDF4",5.05936484097559e-32,0.434374331219381,0.619,0.528,1.01819717424634e-27,"0","SDF4"
"GCH1",5.16620629312682e-32,0.450398465490934,0.53,0.374,1.03969901649177e-27,"0","GCH1"
"PSMB6",5.27320745576072e-32,0.520745078986777,0.528,0.43,1.06123300047184e-27,"0","PSMB6"
"PSME1",7.5847148969108e-32,0.496232873260875,0.594,0.507,1.5264238730033e-27,"0","PSME1"
"LPGAT1",8.15830932090689e-32,0.525499910379577,0.41,0.291,1.64185975083251e-27,"0","LPGAT1"
"SF3B2",8.35156105432034e-32,0.460413237603866,0.634,0.556,1.68075166218197e-27,"0","SF3B2"
"SYP",1.30597121476367e-31,0.405830568694567,0.44,0.298,2.62826706971189e-27,"0","SYP"
"PRNP",1.97209083240651e-31,0.452357012052963,0.381,0.254,3.96883280021811e-27,"0","PRNP"
"QDPR",2.09552769569802e-31,0.432046793532436,0.495,0.35,4.21724948759227e-27,"0","QDPR"
"TPI1",3.07533034375719e-31,0.276230354946176,0.861,0.806,6.18910231681134e-27,"0","TPI1"
"SLC25A4",4.07011983255685e-31,0.515124027631694,0.448,0.332,8.19111616302067e-27,"0","SLC25A4"
"SARS",4.08560000415547e-31,0.51255518483732,0.544,0.449,8.22227000836289e-27,"0","SARS"
"RNPS1",9.82940907894122e-31,0.455100062117849,0.584,0.498,1.97816857713692e-26,"0","RNPS1"
"DUSP5",1.07068704626089e-30,0.636560993164944,0.384,0.253,2.15475768060004e-26,"0","DUSP5"
"VLDLR",1.11361918891362e-30,0.49295361877988,0.339,0.219,2.24115861768866e-26,"0","VLDLR"
"CD82",1.7645575418774e-30,0.335005747481154,0.452,0.309,3.55117205302827e-26,"0","CD82"
"COX14",2.3446338112548e-30,0.430258784943042,0.62,0.531,4.71857554515028e-26,"0","COX14"
"CLPTM1",3.38608145586487e-30,0.474410416096904,0.547,0.457,6.81448892992806e-26,"0","CLPTM1"
"PSMB3",3.60174726180518e-30,0.530597796619452,0.41,0.3,7.24851636438292e-26,"0","PSMB3"
"POLR2I",5.68874664859871e-30,0.498668582852152,0.509,0.403,1.14486026303049e-25,"0","POLR2I"
"PDAP1",6.40244790966634e-30,0.441509169877269,0.599,0.51,1.28849264182035e-25,"0","PDAP1"
"ATP6V0B",1.60329229080424e-29,0.37048868927476,0.791,0.737,3.22662573524354e-25,"0","ATP6V0B"
"JUN",3.50703493544857e-29,0.578925369404419,0.694,0.589,7.05790780759025e-25,"0","JUN"
"POLR2K",4.51973821330036e-29,0.455116358923553,0.414,0.3,9.09597315426698e-25,"0","POLR2K"
"CD99L2",5.12416854890569e-29,0.381820857553796,0.304,0.183,1.03123892046727e-24,"0","CD99L2"
"PSMD7",5.87334904443833e-29,0.462388287032906,0.506,0.406,1.18201149519321e-24,"0","PSMD7"
"LRPAP1",7.33395829666078e-29,0.333626795094022,0.681,0.579,1.47595910720298e-24,"0","LRPAP1"
"RAB2A",8.12613163387949e-29,0.442459306042967,0.66,0.586,1.63538399131825e-24,"0","RAB2A"
"CCT7",1.31918362547448e-28,0.367280700838645,0.747,0.693,2.6548570462674e-24,"0","CCT7"
"MANEAL",1.37869897072862e-28,0.419839097746596,0.335,0.217,2.77463167859135e-24,"0","MANEAL"
"MOB1B",1.59264819141576e-28,0.436203646067858,0.291,0.178,3.20520448522421e-24,"0","MOB1B"
"SOD1",1.676028428363e-28,0.42451825708854,0.758,0.699,3.37300721208054e-24,"0","SOD1"
"CHMP4B",2.53538534817977e-28,0.402903797772339,0.723,0.671,5.10246301321179e-24,"0","CHMP4B"
"DYNLT3",2.69867565064003e-28,0.410288727569505,0.458,0.334,5.43108474691306e-24,"0","DYNLT3"
"UQCC2",3.28424924513101e-28,0.46982108262907,0.395,0.286,6.60955160582615e-24,"0","UQCC2"
"SSBP2",3.48241440944046e-28,0.394360098953016,0.288,0.172,7.00835899899892e-24,"0","SSBP2"
"SEC61G",3.70090376336831e-28,0.429538067176549,0.667,0.6,7.44806882377872e-24,"0","SEC61G"
"HNRNPDL",4.51362354985227e-28,0.375831749667004,0.731,0.662,9.08366739407769e-24,"0","HNRNPDL"
"BAD",6.95276524008203e-28,0.426550448764314,0.353,0.238,1.39924400456651e-23,"0","BAD"
"NT5C3A",7.75817210319449e-28,0.472746896723412,0.332,0.22,1.56133213576789e-23,"0","NT5C3A"
"HMOX2",8.43102544853025e-28,0.48511173030937,0.345,0.236,1.69674387151671e-23,"0","HMOX2"
"CCDC107",1.16524664630772e-27,0.459579963364944,0.416,0.308,2.34505887569428e-23,"0","CCDC107"
"ERP29",1.48333581690706e-27,0.329346616638576,0.765,0.694,2.98521333152546e-23,"0","ERP29"
"HNRNPF",1.56540778003071e-27,0.447542548409966,0.58,0.495,3.15038315731181e-23,"0","HNRNPF"
"ARPC4",2.73007230020267e-27,0.494751255716288,0.593,0.528,5.49427050415787e-23,"0","ARPC4"
"TJP2",3.3917663370606e-27,0.427153998901396,0.321,0.204,6.82592975333446e-23,"0","TJP2"
"SSR2",4.21724833310503e-27,0.363895453734631,0.787,0.761,8.48721227037388e-23,"0","SSR2"
"NEDD8",4.52710672667636e-27,0.364361026584715,0.711,0.65,9.11080228743618e-23,"0","NEDD8"
"GNAZ",4.85809406247045e-27,0.384233650567627,0.261,0.15,9.77691430072178e-23,"0","GNAZ"
"WFS1",4.97971105546715e-27,0.408574766703499,0.378,0.254,1.00216684991276e-22,"0","WFS1"
"ETNK1",1.44763054099467e-26,0.465123911671588,0.331,0.22,2.91335646375178e-22,"0","ETNK1"
"FAM46A",1.99250258571606e-26,0.448909571633382,0.366,0.25,4.00991145375357e-22,"0","FAM46A"
"PARK7",2.39209451685849e-26,0.348133502746874,0.773,0.726,4.81409021517771e-22,"0","PARK7"
"MTHFS",2.40222484996716e-26,0.454601311694512,0.326,0.219,4.83447751055891e-22,"0","MTHFS"
"CELF3",2.42147928990274e-26,0.412898676146387,0.339,0.221,4.87322707092927e-22,"0","CELF3"
"SCAMP3",3.14975431258894e-26,0.433086067763856,0.502,0.406,6.33888055408525e-22,"0","SCAMP3"
"SSBP4",4.15693935872787e-26,0.431424815935771,0.41,0.304,8.36584045943983e-22,"0","SSBP4"
"ANXA11",6.24141168546825e-26,0.350492111888361,0.721,0.652,1.25608410170049e-21,"0","ANXA11"
"CCDC124",1.03385043920945e-25,0.437489044203079,0.38,0.277,2.08062400890902e-21,"0","CCDC124"
"MORF4L1",1.05678596816983e-25,0.297639603056544,0.848,0.799,2.12678176094179e-21,"0","MORF4L1"
"ATRAID",1.14919617883538e-25,0.382426905639547,0.648,0.577,2.3127573099062e-21,"0","ATRAID"
"CD68",1.42512693420831e-25,0.372421180801582,0.508,0.41,2.86806795509422e-21,"0","CD68"
"C5orf15",1.76705644515394e-25,0.430126053912922,0.404,0.297,3.55620109587231e-21,"0","C5orf15"
"BCAR1",2.05206653557249e-25,0.46146830440698,0.404,0.301,4.12978390283965e-21,"0","BCAR1"
"WBP11",2.49984758814128e-25,0.446149596961575,0.405,0.3,5.03094327113433e-21,"0","WBP11"
"MAN1A1",2.73605330750354e-25,0.418021487762761,0.499,0.391,5.50630728135086e-21,"0","MAN1A1"
"COA4",2.99223298803589e-25,0.43053300927102,0.457,0.364,6.02186888842222e-21,"0","COA4"
"MDH2",3.27450057657054e-25,0.396858061725442,0.732,0.69,6.58993241034822e-21,"0","MDH2"
"H2AFZ",3.91445339121831e-25,0.385591577611867,0.582,0.498,7.87783744982684e-21,"0","H2AFZ"
"TUBA4A",4.58353687194921e-25,0.400537527260403,0.517,0.411,9.22436795479778e-21,"0","TUBA4A"
"MRFAP1",4.68861414672008e-25,0.321593281677629,0.784,0.759,9.43583597027417e-21,"0","MRFAP1"
"PAFAH1B3",8.17958882494925e-25,0.420480688342504,0.349,0.238,1.64614225102104e-20,"0","PAFAH1B3"
"APLP1",1.3171857620306e-24,0.256948141704266,0.589,0.431,2.65083634608659e-20,"0","APLP1"
"ARHGAP1",1.36645021489519e-24,0.434879622042997,0.513,0.414,2.74998105747657e-20,"0","ARHGAP1"
"CTDNEP1",1.84339796766937e-24,0.396273468458377,0.618,0.553,3.70983840993462e-20,"0","CTDNEP1"
"CALM1",2.33583185812612e-24,0.26506994056992,0.876,0.835,4.70086161447882e-20,"0","CALM1"
"MINOS1",3.98779003870963e-24,0.415929222140398,0.625,0.567,8.02542745290312e-20,"0","MINOS1"
"ATP1B1",4.14861238344335e-24,0.395474709088939,0.485,0.378,8.34908242167974e-20,"0","ATP1B1"
"CFDP1",4.60594074674155e-24,0.463939445616323,0.423,0.324,9.26945575281738e-20,"0","CFDP1"
"LRRFIP1",8.48329476967449e-24,0.402853128117118,0.433,0.326,1.70726307239699e-19,"0","LRRFIP1"
"CD164",1.64759259066398e-23,0.404958767356442,0.625,0.568,3.31578008871126e-19,"0","CD164"
"P4HTM",1.66618744893604e-23,0.346677445439337,0.524,0.408,3.35320224098378e-19,"0","P4HTM"
"RBM8A",1.75793657695206e-23,0.398194599464428,0.501,0.41,3.53784736111602e-19,"0","RBM8A"
"CTAGE5",2.37823898078865e-23,0.425742486596631,0.353,0.249,4.78620594883716e-19,"0","CTAGE5"
"NELFCD",2.68051199159329e-23,0.534448025077719,0.358,0.259,5.39453038308149e-19,"0","NELFCD"
"SCAMP4",3.41860693658797e-23,0.408295751639006,0.377,0.28,6.87994645988328e-19,"0","SCAMP4"
"HAX1",5.90156539694553e-23,0.411151143169035,0.611,0.554,1.18769003613529e-18,"0","HAX1"
"SSTR3",6.22241592587416e-23,0.337906302274408,0.253,0.151,1.25226120508218e-18,"0","SSTR3"
"UQCRQ",7.63012210017515e-23,0.3557903248189,0.729,0.704,1.53556207266025e-18,"0","UQCRQ"
"IFI6",9.13913213869169e-23,0.326576574353869,0.396,0.284,1.8392503429117e-18,"0","IFI6"
"PMVK",9.49034909044745e-23,0.379107096468876,0.407,0.306,1.90993275445255e-18,"0","PMVK"
"PRDX5",1.31406379303218e-22,0.388682456457722,0.59,0.524,2.64455338347726e-18,"0","PRDX5"
"ATP5G1",1.48366413639104e-22,0.389993758801446,0.592,0.524,2.98587407448696e-18,"0","ATP5G1"
"LPP",2.28236956277839e-22,0.400946876567554,0.386,0.282,4.59326874509151e-18,"0","LPP"
"HSPA1B",2.37657581346404e-22,0.607753828002564,0.396,0.3,4.78285882459638e-18,"0","HSPA1B"
"POLR2A",2.57644536522365e-22,0.470289086411097,0.407,0.318,5.1850962975126e-18,"0","POLR2A"
"COPRS",3.00523934215247e-22,0.425778435594877,0.428,0.33,6.04804417608184e-18,"0","COPRS"
"RPS6KA3",4.39592593171029e-22,0.422874623731798,0.338,0.237,8.84680093756696e-18,"0","RPS6KA3"
"UBE2L3",8.27307332431851e-22,0.366688163082631,0.606,0.542,1.6649560065191e-17,"0","UBE2L3"
"TMED9",8.78447036742878e-22,0.3849411557867,0.723,0.687,1.76787466144504e-17,"0","TMED9"
"RRAGD",9.01593696409867e-22,0.319047768013335,0.458,0.343,1.81445731402486e-17,"0","RRAGD"
"P4HA2",1.12193811370745e-21,0.398820016649574,0.402,0.308,2.25790045383624e-17,"0","P4HA2"
"PRAF2",1.16347920176694e-21,0.360627730302922,0.407,0.303,2.34150189355596e-17,"0","PRAF2"
"RAB11FIP1",1.25104676296055e-21,0.622748242509381,0.549,0.472,2.51773161045811e-17,"0","RAB11FIP1"
"SEZ6L",1.33716565643528e-21,0.31402450513547,0.271,0.167,2.691045883576e-17,"0","SEZ6L"
"C5orf24",1.87540935341754e-21,0.398347231706276,0.336,0.237,3.77426132375279e-17,"0","C5orf24"
"CCND3",2.77686631575827e-21,0.376340042304061,0.302,0.206,5.58844346046352e-17,"0","CCND3"
"SNRPC",2.79794978182371e-21,0.397992367147782,0.44,0.36,5.63087393592021e-17,"0","SNRPC"
"C9orf3",3.14324370576122e-21,0.474564436261169,0.449,0.361,6.32577795784445e-17,"0","C9orf3"
"AAMP",3.2019758203819e-21,0.408462627918653,0.377,0.282,6.44397633851858e-17,"0","AAMP"
"TSPAN2",4.53416574926042e-21,0.408981167971461,0.282,0.184,9.1250085703866e-17,"0","TSPAN2"
"RAB5C",4.5757747615474e-21,0.337642723739998,0.619,0.56,9.20874670761414e-17,"0","RAB5C"
"PTMS",4.73401102321958e-21,0.485694250312135,0.606,0.534,9.5271971842294e-17,"0","PTMS"
"ARL3",5.43323242164358e-21,0.430451893241005,0.414,0.318,1.09343802485577e-16,"0","ARL3"
"TCTA",7.6580234720336e-21,0.395130785155262,0.365,0.264,1.54117722374676e-16,"0","TCTA"
"LIMCH1",8.80739107431298e-21,0.434285942066824,0.371,0.267,1.77248745370549e-16,"0","LIMCH1"
"ACTG1",9.23816805939536e-21,0.29421351822486,0.978,0.953,1.85918132195332e-16,"0","ACTG1"
"CKLF",1.48903139003674e-20,0.403317995837065,0.303,0.209,2.99667567244893e-16,"0","CKLF"
"ATP6V1G1",1.67970237547431e-20,0.26142731342194,0.822,0.798,3.38040103064206e-16,"0","ATP6V1G1"
"PEG10",1.98032455207015e-20,0.304250659355771,0.455,0.332,3.98540316104117e-16,"0","PEG10"
"ZFAS1",2.83601588577959e-20,0.321086427093485,0.725,0.665,5.70748197013143e-16,"0","ZFAS1"
"CYC1",3.28756696607693e-20,0.394817934855123,0.555,0.499,6.61622851922983e-16,"0","CYC1"
"SCP2",3.58923778267271e-20,0.393703135244726,0.515,0.442,7.22334103762884e-16,"0","SCP2"
"SPTB",3.67525751648409e-20,0.337327420910412,0.251,0.157,7.39645575192423e-16,"0","SPTB"
"SLC25A22",3.68376476029541e-20,0.375212423563076,0.285,0.194,7.41357658009451e-16,"0","SLC25A22"
"TUBG1",3.79762381747086e-20,0.366568572043345,0.296,0.203,7.64271793266011e-16,"0","TUBG1"
"VMA21",3.8760274739715e-20,0.48364394948336,0.303,0.214,7.80050529136763e-16,"0","VMA21"
"ZNF706",3.95514219555866e-20,0.412708937507588,0.529,0.468,7.9597236685618e-16,"0","ZNF706"
"VAMP2",4.26237499065867e-20,0.270702446529979,0.766,0.688,8.57802966870056e-16,"0","VAMP2"
"SNU13",6.31635432305947e-20,0.340518577735491,0.733,0.696,1.27116630751572e-15,"0","SNU13"
"TMEM109",6.58549225772375e-20,0.364424564025093,0.545,0.471,1.3253303168669e-15,"0","TMEM109"
"UBL5",7.34183580991864e-20,0.26728750911273,0.822,0.789,1.47754445674613e-15,"0","UBL5"
"DUSP4",7.97376483038112e-20,0.578390932082107,0.374,0.275,1.6047201721142e-15,"0","DUSP4"
"C1orf43",8.8263693789891e-20,0.361375097418009,0.679,0.645,1.77630683752156e-15,"0","C1orf43"
"DST",8.94222342603716e-20,0.491783198703312,0.443,0.36,1.79962246448998e-15,"0","DST"
"ZFAND3",1.83451570418363e-19,0.414092277247652,0.521,0.453,3.69196285466955e-15,"0","ZFAND3"
"H2AFJ",2.44359883997524e-19,0.396108762909301,0.551,0.495,4.91774266545017e-15,"0","H2AFJ"
"AURKAIP1",2.69000883082659e-19,0.418758178942277,0.552,0.51,5.41364277203851e-15,"0","AURKAIP1"
"SELT",3.04175911842127e-19,0.352738498461229,0.585,0.517,6.1215402258228e-15,"0","SELT"
"YARS",3.04944559462932e-19,0.454582332237241,0.357,0.272,6.13700925919151e-15,"0","YARS"
"MRPL14",3.88970210789067e-19,0.430139248742415,0.35,0.268,7.82802549212998e-15,"0","MRPL14"
"COX6B1",4.24637809661778e-19,0.298565826309033,0.737,0.706,8.54583591944328e-15,"0","COX6B1"
"DNAJB6",5.11499926928916e-19,0.375839807969303,0.419,0.335,1.02939360294444e-14,"0","DNAJB6"
"RAB27A",5.30221712248008e-19,0.369987818678094,0.325,0.236,1.06707119589912e-14,"0","RAB27A"
"GNB2",5.62493887293499e-19,0.340863987897962,0.604,0.563,1.13201894817817e-14,"0","GNB2"
"MRPS23",6.0533475000346e-19,0.439403647896148,0.323,0.235,1.21823618438196e-14,"0","MRPS23"
"YIF1A",7.07595969994799e-19,0.453771328322757,0.59,0.548,1.42403688961453e-14,"0","YIF1A"
"FAM131A",7.44448017358898e-19,0.330520489643536,0.255,0.167,1.49820163493478e-14,"0","FAM131A"
"UBE2N",7.94662609188285e-19,0.391626217726776,0.402,0.315,1.59925850099142e-14,"0","UBE2N"
"IRS2",9.08936727564432e-19,0.529324059746951,0.407,0.316,1.82923516422342e-14,"0","IRS2"
"TUSC2",9.21067661297779e-19,0.352428254491478,0.31,0.221,1.85364866836178e-14,"0","TUSC2"
"PA2G4",9.96493197842801e-19,0.374713789328514,0.551,0.492,2.00544256065864e-14,"0","PA2G4"
"GDI1",1.02858258893647e-18,0.32651279531335,0.616,0.546,2.07002246023465e-14,"0","GDI1"
"DPM2",1.22560136682617e-18,0.394193909783781,0.402,0.317,2.46652275073767e-14,"0","DPM2"
"CPNE3",1.33448321321905e-18,0.416333696139969,0.438,0.356,2.68564746660335e-14,"0","CPNE3"
"SPCS1",1.48473668997962e-18,0.318152012126811,0.639,0.589,2.98803258858398e-14,"0","SPCS1"
"SDC2",1.66852840950889e-18,0.316231393136673,0.33,0.233,3.35791342413664e-14,"0","SDC2"
"NDUFB8",1.81400790756786e-18,0.305584320708007,0.702,0.654,3.65069091398032e-14,"0","NDUFB8"
"CCT3",2.48784156104607e-18,0.297797644205405,0.658,0.61,5.00678114160522e-14,"0","CCT3"
"PDLIM1",2.53250583116743e-18,0.43412063829783,0.47,0.389,5.09666798522445e-14,"0","PDLIM1"
"HMCES",4.77375951343111e-18,0.347919039926267,0.285,0.198,9.60719102078011e-14,"0","HMCES"
"ARPC3",5.43032250924591e-18,0.2735792178035,0.802,0.79,1.09285240498574e-13,"0","ARPC3"
"TRAPPC5",7.23437814595597e-18,0.430194940939041,0.494,0.444,1.45591860187364e-13,"0","TRAPPC5"
"ARHGDIA",8.54552381898088e-18,0.324475827585948,0.625,0.567,1.7197866685699e-13,"0","ARHGDIA"
"CCT2",8.54669315861611e-18,0.369620463461279,0.448,0.364,1.72002199817149e-13,"0","CCT2"
"SCARB2",8.55742233932382e-18,0.303233161056668,0.744,0.707,1.72218124578892e-13,"0","SCARB2"
"UPF3A",9.00864546007783e-18,0.366228822846127,0.279,0.195,1.81298989884066e-13,"0","UPF3A"
"G6PC3",1.01092347227274e-17,0.353219432289269,0.422,0.336,2.03448348794889e-13,"0","G6PC3"
"C11orf58",1.05752511043109e-17,0.333721630025976,0.46,0.383,2.12826928474256e-13,"0","C11orf58"
"TUBA4B",1.17243391818003e-17,0.369773384545535,0.333,0.245,2.35952326033732e-13,"0","TUBA4B"
"EWSR1",1.2777254385816e-17,0.368610199839275,0.488,0.42,2.57142244514547e-13,"0","EWSR1"
"NOP56",1.35885375460476e-17,0.417103178220165,0.327,0.247,2.73469318114208e-13,"0","NOP56"
"LRP10",1.92932624790329e-17,0.331572072350013,0.651,0.611,3.88276907390538e-13,"0","LRP10"
"KIF1A",3.57896930133723e-17,0.452567567398541,0.463,0.377,7.20267571894117e-13,"0","KIF1A"
"HNRNPA2B1",3.82489693727178e-17,0.310541475873479,0.735,0.706,7.69760508625947e-13,"0","HNRNPA2B1"
"C12orf57",4.21305745282381e-17,0.331359071370108,0.647,0.609,8.47877812380792e-13,"0","C12orf57"
"PITHD1",4.53697425946368e-17,0.404229943972781,0.318,0.235,9.13066069717065e-13,"0","PITHD1"
"DYNLT1",6.43800676233073e-17,0.351696529283646,0.515,0.447,1.29564886091906e-12,"0","DYNLT1"
"GABRB3",6.80492151662097e-17,0.299087141929221,0.294,0.203,1.36949045521997e-12,"0","GABRB3"
"LSM7",7.96082999540934e-17,0.365260419106264,0.52,0.465,1.60211703657613e-12,"0","LSM7"
"TMED5",8.07827799638622e-17,0.360075447676052,0.284,0.202,1.62575344677273e-12,"0","TMED5"
"SDHAF2",9.73970504531568e-17,0.349865801852147,0.358,0.274,1.96011564036978e-12,"0","SDHAF2"
"PEX16",9.84426905746015e-17,0.346219114001676,0.25,0.172,1.98115914781385e-12,"0","PEX16"
"RGS9",1.05872717618737e-16,0.251130879000035,0.356,0.252,2.13068844207709e-12,"0","RGS9"
"SIPA1L3",1.21968732530898e-16,0.382687379922789,0.304,0.222,2.45462074218432e-12,"0","SIPA1L3"
"C3orf14",1.34208492729698e-16,0.306635630027761,0.292,0.207,2.70094591618517e-12,"0","C3orf14"
"LSM2",1.62710359244469e-16,0.355301207233028,0.371,0.293,3.27454597979493e-12,"0","LSM2"
"RPL13AP17",1.73504786202189e-16,0.291536211695433,0.745,0.679,3.49178382231905e-12,"0","RPL13AP17"
"SHISA5",2.85120784383129e-16,0.344008625217764,0.518,0.456,5.73805578571048e-12,"0","SHISA5"
"ZNRF1",3.17987314575095e-16,0.358829978759255,0.282,0.198,6.39949470582378e-12,"0","ZNRF1"
"RING1",3.26158936429142e-16,0.371504604500055,0.33,0.255,6.56394859563648e-12,"0","RING1"
"AKIRIN1",5.42263536087898e-16,0.366744481922242,0.359,0.281,1.0913053663769e-11,"0","AKIRIN1"
"DSTN",6.6700392715651e-16,0.265839018458895,0.864,0.843,1.34234540340248e-11,"0","DSTN"
"KIAA0930",7.26104918713921e-16,0.385649904473729,0.258,0.178,1.46128614891177e-11,"0","KIAA0930"
"RPL36AL",7.2788686639627e-16,0.263396018826665,0.852,0.854,1.46487231862249e-11,"0","RPL36AL"
"PTTG1IP",9.02058700619662e-16,0.326966612853813,0.58,0.532,1.81539313499707e-11,"0","PTTG1IP"
"HMGN3",9.28801403398923e-16,0.386493967638091,0.402,0.332,1.86921282434033e-11,"0","HMGN3"
"EPCAM",1.13116453316661e-15,0.254425735959147,0.702,0.621,2.2764686229978e-11,"0","EPCAM"
"SCAF1",1.21750112522109e-15,0.361555889659823,0.339,0.261,2.45022101450744e-11,"0","SCAF1"
"NUTF2",1.32855015031573e-15,0.370098318724552,0.377,0.307,2.6737071775104e-11,"0","NUTF2"
"ATP2B1",2.08686228499705e-15,0.376399924066394,0.306,0.225,4.19981034855655e-11,"0","ATP2B1"
"BCL2L13",2.22551069143519e-15,0.356750624613464,0.401,0.325,4.47884026651333e-11,"0","BCL2L13"
"HNRNPH2",2.52766193684902e-15,0.360547873245308,0.404,0.332,5.08691964790864e-11,"0","HNRNPH2"
"CITED2",2.54785863134216e-15,0.39344790270833,0.329,0.246,5.12756549557609e-11,"0","CITED2"
"ENSA",2.7004495160438e-15,0.34270554842544,0.516,0.455,5.43465465103814e-11,"0","ENSA"
